i,j,name_i,name_j,distance_m,rssi_dbm,per,adjacent
71,75,71,DSO,1662.43,-105.876,1,0
71,76,71,Market,1662.43,-115.78,1,0
72,73,72,73,20.6155,-83.1444,0,1
72,74,72,74,47.4342,-84.4594,0,1
72,75,72,DSO,1679.4,-97.5565,0,1
72,76,72,Market,1679.4,-104.247,0.4,1
73,74,73,74,26.9258,-80.9275,0,1
73,75,73,DSO,1699.91,-121.999,1,0
73,76,73,Market,1699.91,-130.814,1,0
74,75,74,DSO,1726.12,-101.42,0.03,1
74,76,74,Market,1726.12,-135.783,1,0
75,76,DSO,Market,0,0,0,1
