i,j,name_i,name_j,distance_m,rssi_dbm,per,adjacent
8,63,8,63,1385.27,-102.835,0.15,1
8,64,8,64,1407.88,-114.866,1,0
8,65,8,65,1438.98,-104.759,0.8,0
8,66,8,66,1470.82,-121.953,1,0
8,67,8,67,1501.2,-129.272,1,0
8,68,8,68,1524.53,-97.5573,0,1
8,69,8,69,1548.56,-112.109,1,0
8,70,8,70,1569.09,-101.892,0.03,1
8,71,8,71,1589.58,-120.369,1,0
8,72,8,72,1606.55,-119.998,1,0
8,73,8,73,1627.06,-105.251,0.8,0
8,74,8,74,1653.25,-108.812,1,0
8,75,8,DSO,73,-73.0214,0,1
8,76,8,Market,73,-104.563,0.8,0
9,10,9,10,23.7065,-79.8078,0,1
9,11,9,11,50.5668,-97.3685,0,1
9,12,9,12,70.6045,-87.7385,0,1
9,13,9,13,96.6747,-80.0824,0,1
9,14,9,14,131.244,-80.1447,0,1
9,15,9,15,157.613,-83.6364,0,1
9,16,9,16,174.003,-101.36,0.006,1
9,17,9,17,192.961,-104.603,0.8,0
9,18,9,18,210.64,-99.9074,0.0015,1
9,19,9,19,242.244,-85.6099,0,1
9,20,9,20,270.934,-106.499,1,0
9,21,9,21,292.961,-101.427,0.03,1
9,22,9,22,320.451,-87.5733,0,1
9,23,9,23,348.811,-122.051,1,0
9,24,9,24,380.552,-113.346,1,0
9,25,9,25,410.21,-89.724,0,1
9,26,9,26,436.313,-93.3541,0,1
9,27,9,27,464.634,-86.9504,0,1
9,28,9,28,488.611,-106.23,1,0
9,29,9,29,514.125,-121.86,1,0
9,30,9,30,542.373,-117.774,1,0
9,31,9,31,570.636,-115.417,1,0
9,32,9,32,593.314,-88.0351,0,1
9,33,9,33,612.413,-99.8302,0.0015,1
9,34,9,34,640.073,-100.775,0.006,1
9,35,9,35,661.906,-103.81,0.4,1
9,36,9,36,691.602,-123.39,1,0
9,37,9,37,712.933,-91.9685,0,1
9,38,9,38,735.556,-122.797,1,0
9,39,9,39,762.308,-103.404,0.4,1
9,40,9,40,779.954,-111.055,1,0
9,41,9,41,806.809,-89.8522,0,1
9,42,9,42,832.332,-124.746,1,0
9,43,9,43,861.267,-115.364,1,0
9,44,9,44,888.126,-128.638,1,0
9,45,9,45,904.39,-98.8142,0,1
9,46,9,46,922.072,-124.028,1,0
9,47,9,47,945.434,-116.193,1,0
9,48,9,48,977.986,-125.647,1,0
9,49,9,49,1006.3,-104.589,0.8,0
9,50,9,50,1026.75,-95.8553,0,1
9,51,9,51,1052.27,-94.0115,0,1
9,52,9,52,1071.44,-118.328,1,0
9,53,9,53,1103.24,-121.464,1,0
9,54,9,54,1137.89,-120.939,1,0
9,55,9,55,1165.37,-123.376,1,0
9,56,9,56,1184.43,-117.556,1,0
9,57,9,57,1204.24,-109.543,1,0
9,58,9,58,1233.28,-125.482,1,0
9,59,9,59,1262.92,-121.877,1,0
9,60,9,60,1292.65,-95.2887,0,1
9,61,9,61,1316.83,-117.481,1,0
9,62,9,62,1341.45,-125.037,1,0
9,63,9,63,1366.88,-133.173,1,0
9,64,9,64,1389.49,-123.802,1,0
9,65,9,65,1420.59,-106.881,1,0
9,66,9,66,1452.42,-105.306,0.8,0
9,67,9,67,1482.81,-107.648,1,0
9,68,9,68,1506.15,-105.516,1,0
9,69,9,69,1530.18,-104.43,0.8,0
9,70,9,70,1550.71,-120.779,1,0
9,71,9,71,1571.2,-122.494,1,0
9,72,9,72,1588.17,-109.506,1,0
9,73,9,73,1608.68,-126.962,1,0
9,74,9,74,1634.88,-127.809,1,0
9,75,9,DSO,91.2853,-91.3907,0,1
9,76,9,Market,91.2853,-88.7301,0,1
10,11,10,11,26.9258,-84.8902,0,1
10,12,10,12,47.4236,-96.5061,0,1
10,13,10,13,73.5935,-70.8394,0,1
10,14,10,14,108.245,-111.983,1,0
10,15,10,15,134.536,-92.097,0,1
10,16,10,16,150.894,-87.2596,0,1
10,17,10,17,169.918,-115.001,1,0
10,18,10,18,187.609,-82.8615,0,1
10,19,10,19,219.317,-92.8801,0,1
10,20,10,20,248.195,-115.624,1,0
10,21,10,21,270.148,-102.47,0.15,1
10,22,10,22,297.7,-102.814,0.15,1
10,23,10,23,326.014,-98.3951,0,1
10,24,10,24,357.807,-121.739,1,0
10,25,10,25,387.497,-122.083,1,0
10,26,10,26,413.663,-109.473,1,0
10,27,10,27,441.942,-92.7058,0,1
10,28,10,28,466.048,-124.801,1,0
10,29,10,29,491.44,-125.219,1,0
10,30,10,30,519.728,-107.835,1,0
10,31,10,31,548.045,-112.821,1,0
10,32,10,32,570.828,-107.863,1,0
10,33,10,33,589.932,-119.455,1,0
10,34,10,34,617.645,-92.9081,0,1
10,35,10,35,639.414,-106.118,1,0
10,36,10,36,669.104,-102.414,0.15,1
10,37,10,37,690.507,-123.952,1,0
10,38,10,38,713.123,-89.7882,0,1
10,39,10,39,739.797,-110.416,1,0
10,40,10,40,757.407,-95.6786,0,1
10,41,10,41,784.22,-112.656,1,0
10,42,10,42,809.83,-119.67,1,0
10,43,10,43,838.705,-126.848,1,0
10,44,10,44,865.528,-91.6378,0,1
10,45,10,45,881.796,-103.149,0.15,1
10,46,10,46,899.45,-105.417,1,0
10,47,10,47,922.775,-120.024,1,0
10,48,10,48,955.308,-125.773,1,0
10,49,10,49,983.606,-123.742,1,0
10,50,10,50,1004.09,-119.419,1,0
10,51,10,51,1029.57,-111.132,1,0
10,52,10,52,1048.71,-119.727,1,0
10,53,10,53,1080.52,-111.852,1,0
10,54,10,54,1115.17,-100.169,0.0015,1
10,55,10,55,1142.69,-126.491,1,0
10,56,10,56,1161.78,-110.655,1,0
10,57,10,57,1181.58,-115.347,1,0
10,58,10,58,1210.59,-116.599,1,0
10,59,10,59,1240.27,-104.342,0.4,1
10,60,10,60,1269.98,-133.342,1,0
10,61,10,61,1294.1,-113.385,1,0
10,62,10,62,1318.77,-102.236,0.03,1
10,63,10,63,1344.21,-105.279,0.8,0
10,64,10,64,1366.84,-104.3,0.4,1
10,65,10,65,1397.95,-103.602,0.4,1
10,66,10,66,1429.77,-105.268,0.8,0
10,67,10,67,1460.18,-120.834,1,0
10,68,10,68,1483.56,-125.109,1,0
10,69,10,69,1507.58,-132.087,1,0
10,70,10,70,1528.14,-113.639,1,0
10,71,10,71,1548.62,-103.494,0.4,1
10,72,10,72,1565.58,-97.8469,0,1
10,73,10,73,1586.1,-130.877,1,0
10,74,10,74,1612.33,-116.166,1,0
10,75,10,DSO,113.899,-91.4389,0,1
10,76,10,Market,113.899,-81.285,0,1
11,12,11,12,24.1661,-88.3395,0,1
11,13,11,13,49.4065,-97.4961,0,1
11,14,11,14,83.7377,-82.2495,0,1
11,15,11,15,109.659,-84.3703,0,1
11,16,11,16,125.873,-93.2351,0,1
11,17,11,17,144.972,-76.0062,0,1
11,18,11,18,162.641,-84.0478,0,1
11,19,11,19,194.487,-101.191,0.006,1
11,20,11,20,223.665,-82.2128,0,1
11,21,11,21,245.449,-113.229,1,0
11,22,11,22,273.075,-87.0294,0,1
11,23,11,23,301.281,-96.4963,0,1
11,24,11,24,333.138,-102.249,0.03,1
11,25,11,25,362.862,-112.865,1,0
11,26,11,26,389.117,-114.981,1,0
11,27,11,27,417.31,-104.531,0.8,0
11,28,11,28,441.617,-120.721,1,0
11,29,11,29,466.795,-106.697,1,0
11,30,11,30,495.138,-94.3517,0,1
11,31,11,31,523.534,-124.432,1,0
11,32,11,32,546.48,-115.953,1,0
11,33,11,33,565.584,-118.885,1,0
11,34,11,34,593.372,-97.4549,0,1
11,35,11,35,615.033,-88.7471,0,1
11,36,11,36,644.705,-110.432,1,0
11,37,11,37,666.217,-116.524,1,0
11,38,11,38,688.817,-93.7355,0,1
11,39,11,39,715.364,-107.367,1,0
11,40,11,40,732.912,-103.861,0.4,1
11,41,11,41,759.655,-127.19,1,0
11,42,11,42,785.398,-92.8922,0,1
11,43,11,43,814.175,-98.7479,0,1
11,44,11,44,840.936,-110.401,1,0
11,45,11,45,857.211,-101.021,0.006,1
11,46,11,46,874.817,-118.291,1,0
11,47,11,47,898.08,-94.0015,0,1
11,48,11,48,930.579,-109.33,1,0
11,49,11,49,958.846,-108.456,1,0
11,50,11,50,979.386,-105.946,1,0
11,51,11,51,1004.8,-96.0786,0,1
11,52,11,52,1023.89,-124.522,1,0
11,53,11,53,1055.71,-117.499,1,0
11,54,11,54,1090.36,-94.2601,0,1
11,55,11,55,1117.95,-124.763,1,0
11,56,11,56,1137.07,-108.305,1,0
11,57,11,57,1156.86,-120.814,1,0
11,58,11,58,1185.82,-111.498,1,0
11,59,11,59,1215.55,-124.02,1,0
11,60,11,60,1245.22,-123.01,1,0
11,61,11,61,1269.27,-107.445,1,0
11,62,11,62,1294.01,-130.3,1,0
11,63,11,63,1319.48,-127.918,1,0
11,64,11,64,1342.13,-105.328,0.8,0
11,65,11,65,1373.26,-111.582,1,0
11,66,11,66,1405.05,-127.341,1,0
11,67,11,67,1435.5,-127.777,1,0
11,68,11,68,1458.95,-121.21,1,0
11,69,11,69,1482.94,-120.159,1,0
11,70,11,70,1503.55,-95.6698,0,1
11,71,11,71,1523.99,-101.073,0.006,1
11,72,11,72,1540.94,-124.846,1,0
11,73,11,73,1561.48,-98.6824,0,1
11,74,11,74,1587.75,-119.832,1,0
11,75,11,DSO,139.313,-75.2893,0,1
11,76,11,Market,139.313,-101.757,0.03,1
12,13,12,13,26.1725,-62.7021,0,1
12,14,12,14,60.8276,-90.7166,0,1
12,15,12,15,87.1149,-88.8214,0,1
12,16,12,16,103.479,-94.9141,0,1
12,17,12,17,122.495,-77.9722,0,1
12,18,12,18,140.186,-89.051,0,1
12,19,12,19,171.898,-77.493,0,1
12,20,12,20,200.823,-116.08,1,0
12,21,12,21,222.749,-108.827,1,0
12,22,12,22,250.316,-119.124,1,0
12,23,12,23,278.614,-96.3703,0,1
12,24,12,24,310.421,-97.0006,0,1
12,25,12,25,340.119,-112.186,1,0
12,26,12,26,366.306,-116.4,1,0
12,27,12,27,394.568,-101.695,0.03,1
12,28,12,28,418.724,-123.4,1,0
12,29,12,29,444.065,-102.629,0.15,1
12,30,12,30,472.366,-108.576,1,0
12,31,12,31,500.704,-104.791,0.8,0
12,32,12,32,523.534,-112.892,1,0
12,33,12,33,542.639,-105.327,0.8,0
12,34,12,34,570.377,-90.2497,0,1
12,35,12,35,592.112,-119.251,1,0
12,36,12,36,621.798,-127.207,1,0
12,37,12,37,643.236,-103.939,0.4,1
12,38,12,38,665.848,-119.324,1,0
12,39,12,39,692.483,-124.672,1,0
12,40,12,40,710.076,-128.477,1,0
12,41,12,41,736.872,-90.5065,0,1
12,42,12,42,762.518,-115.469,1,0
12,43,12,43,791.367,-120.599,1,0
12,44,12,44,818.174,-91.4302,0,1
12,45,12,45,834.445,-95.1298,0,1
12,46,12,46,852.087,-119.049,1,0
12,47,12,47,875.399,-115.261,1,0
12,48,12,48,907.926,-118.362,1,0
12,49,12,49,936.219,-91.5183,0,1
12,50,12,50,956.716,-115.644,1,0
12,51,12,51,982.184,-113.065,1,0
12,52,12,52,1001.31,-95.936,0,1
12,53,12,53,1033.12,-92.08,0,1
12,54,12,54,1067.78,-103.473,0.4,1
12,55,12,55,1095.31,-130.515,1,0
12,56,12,56,1114.4,-123.666,1,0
12,57,12,57,1134.2,-128.986,1,0
12,58,12,58,1163.2,-128.596,1,0
12,59,12,59,1192.89,-125.047,1,0
12,60,12,60,1222.59,-113.846,1,0
12,61,12,61,1246.7,-130.202,1,0
12,62,12,62,1271.39,-122.39,1,0
12,63,12,63,1296.83,-99.7562,0.0015,1
12,64,12,64,1319.46,-97.1953,0,1
12,65,12,65,1350.58,-100.596,0.006,1
12,66,12,66,1382.39,-119.101,1,0
12,67,12,67,1412.81,-102.183,0.03,1
12,68,12,68,1436.21,-128.333,1,0
12,69,12,69,1460.22,-119.864,1,0
12,70,12,70,1480.8,-122.926,1,0
12,71,12,71,1501.26,-131.438,1,0
12,72,12,72,1518.22,-117.505,1,0
12,73,12,73,1538.74,-135.018,1,0
12,74,12,74,1564.98,-130.014,1,0
12,75,12,DSO,161.32,-104.275,0.4,1
12,76,12,Market,161.32,-105.643,1,0
13,14,13,14,34.6554,-91.7437,0,1
13,15,13,15,60.959,-77.9589,0,1
13,16,13,16,77.3369,-105.816,1,0
13,17,13,17,96.3328,-111.342,1,0
13,18,13,18,114.022,-88.8509,0,1
13,19,13,19,145.726,-97.8962,0,1
13,20,13,20,174.668,-86.5145,0,1
13,21,13,21,196.581,-103.109,0.15,1
13,22,13,22,224.154,-85.6243,0,1
13,23,13,23,252.446,-99.3076,0,1
13,24,13,24,284.257,-85.5287,0,1
13,25,13,25,313.959,-117.189,1,0
13,26,13,26,340.154,-114.814,1,0
13,27,13,27,368.409,-117.983,1,0
13,28,13,28,392.588,-89.4266,0,1
13,29,13,29,417.905,-118.009,1,0
13,30,13,30,446.212,-95.2389,0,1
13,31,13,31,474.558,-111.111,1,0
13,32,13,32,497.41,-118.374,1,0
13,33,13,33,516.515,-109.361,1,0
13,34,13,34,544.266,-98.8159,0,1
13,35,13,35,565.984,-97.9956,0,1
13,36,13,36,595.668,-126.473,1,0
13,37,13,37,617.122,-127.15,1,0
13,38,13,38,639.731,-98.4617,0,1
13,39,13,39,666.348,-120.137,1,0
13,40,13,40,683.933,-109.723,1,0
13,41,13,41,710.721,-108.776,1,0
13,42,13,42,736.384,-101.597,0.03,1
13,43,13,43,765.22,-120.245,1,0
13,44,13,44,792.021,-126.082,1,0
13,45,13,45,808.293,-94.7988,0,1
13,46,13,46,825.931,-104.677,0.8,0
13,47,13,47,849.238,-127.098,1,0
13,48,13,48,881.762,-107.927,1,0
13,49,13,49,910.053,-92.651,0,1
13,50,13,50,930.554,-111.543,1,0
13,51,13,51,956.018,-100.43,0.006,1
13,52,13,52,975.144,-129.013,1,0
13,53,13,53,1006.96,-125.436,1,0
13,54,13,54,1041.61,-93.2683,0,1
13,55,13,55,1069.15,-104.48,0.8,0
13,56,13,56,1088.24,-121.086,1,0
13,57,13,57,1108.04,-111.94,1,0
13,58,13,58,1137.04,-128.432,1,0
13,59,13,59,1166.73,-119.018,1,0
13,60,13,60,1196.43,-94.3254,0,1
13,61,13,61,1220.53,-99.1649,0,1
13,62,13,62,1245.22,-114.463,1,0
13,63,13,63,1270.67,-105.989,1,0
13,64,13,64,1293.3,-106.95,1,0
13,65,13,65,1324.42,-129.594,1,0
13,66,13,66,1356.23,-128.702,1,0
13,67,13,67,1386.65,-129.989,1,0
13,68,13,68,1410.06,-117.002,1,0
13,69,13,69,1434.07,-115.416,1,0
13,70,13,70,1454.64,-122.54,1,0
13,71,13,71,1475.11,-105.736,1,0
13,72,13,72,1492.06,-113.266,1,0
13,73,13,73,1512.59,-130.484,1,0
13,74,13,74,1538.83,-120.552,1,0
13,75,13,DSO,187.491,-97.0552,0,1
13,76,13,Market,187.491,-88.7397,0,1
14,15,14,15,26.4008,-73.4461,0,1
14,16,14,16,42.8019,-64.6794,0,1
14,17,14,17,61.7171,-103.272,0.15,1
14,18,14,18,79.3977,-92.7426,0,1
14,19,14,19,111.072,-80.7676,0,1
14,20,14,20,140.036,-87.0587,0,1
14,21,14,21,161.929,-108.647,1,0
14,22,14,22,189.51,-97.9195,0,1
14,23,14,23,217.793,-111.991,1,0
14,24,14,24,249.61,-116.278,1,0
14,25,14,25,279.315,-101.51,0.03,1
14,26,14,26,305.523,-98.4361,0,1
14,27,14,27,333.766,-88.6226,0,1
14,28,14,28,357.975,-92.6491,0,1
14,29,14,29,383.262,-121.305,1,0
14,30,14,30,411.575,-98.8169,0,1
14,31,14,31,439.932,-86.9219,0,1
14,32,14,32,462.813,-122.259,1,0
14,33,14,33,481.918,-120.796,1,0
14,34,14,34,509.684,-123.297,1,0
14,35,14,35,531.38,-109.158,1,0
14,36,14,36,561.061,-120.43,1,0
14,37,14,37,582.537,-102.137,0.03,1
14,38,14,38,605.142,-124.122,1,0
14,39,14,39,631.735,-113.323,1,0
14,40,14,40,649.31,-97.0413,0,1
14,41,14,41,676.089,-93.3886,0,1
14,42,14,42,701.771,-92.0994,0,1
14,43,14,43,730.592,-105.218,0.8,0
14,44,14,44,757.386,-98.3549,0,1
14,45,14,45,773.658,-103.704,0.4,1
14,46,14,46,791.291,-102.218,0.03,1
14,47,14,47,814.592,-95.9412,0,1
14,48,14,48,847.114,-97.2257,0,1
14,49,14,49,875.403,-124.779,1,0
14,50,14,50,895.907,-115.005,1,0
14,51,14,51,921.367,-95.0452,0,1
14,52,14,52,940.49,-107.687,1,0
14,53,14,53,972.303,-129.557,1,0
14,54,14,54,1006.96,-124.39,1,0
14,55,14,55,1034.5,-98.6433,0,1
14,56,14,56,1053.59,-99.5349,0.0015,1
14,57,14,57,1073.39,-109.868,1,0
14,58,14,58,1102.39,-120.598,1,0
14,59,14,59,1132.08,-99.1704,0,1
14,60,14,60,1161.78,-102.593,0.15,1
14,61,14,61,1185.88,-128.328,1,0
14,62,14,62,1210.57,-116.305,1,0
14,63,14,63,1236.02,-112.655,1,0
14,64,14,64,1258.65,-107.634,1,0
14,65,14,65,1289.78,-109.853,1,0
14,66,14,66,1321.58,-96.3767,0,1
14,67,14,67,1352.01,-105.315,0.8,0
14,68,14,68,1375.42,-103.597,0.4,1
14,69,14,69,1399.43,-96.6609,0,1
14,70,14,70,1420.01,-121.286,1,0
14,71,14,71,1440.47,-100.395,0.006,1
14,72,14,72,1457.42,-114.838,1,0
14,73,14,73,1477.95,-126.215,1,0
14,74,14,74,1504.2,-115.983,1,0
14,75,14,DSO,222.144,-85.731,0,1
14,76,14,Market,222.144,-85.5977,0,1
15,16,15,16,16.4012,-79.3113,0,1
15,17,15,17,35.3836,-85.4809,0,1
15,18,15,18,53.0754,-103.299,0.15,1
15,19,15,19,84.8528,-110.12,1,0
15,20,15,20,114.022,-77.1225,0,1
15,21,15,21,135.794,-107.007,1,0
15,22,15,22,163.417,-94.0479,0,1
15,23,15,23,191.638,-101.101,0.006,1
15,24,15,24,223.486,-84.9009,0,1
15,25,15,25,253.207,-118.785,1,0
15,26,15,26,279.458,-92.771,0,1
15,27,15,27,307.657,-117.5,1,0
15,28,15,28,331.965,-112.663,1,0
15,29,15,29,357.146,-106.557,1,0
15,30,15,30,385.483,-108.473,1,0
15,31,15,31,413.876,-85.3107,0,1
15,32,15,32,436.835,-112.926,1,0
15,33,15,33,455.939,-88.5974,0,1
15,34,15,34,483.741,-93.1069,0,1
15,35,15,35,505.381,-88.3635,0,1
15,36,15,36,535.051,-88.9814,0,1
15,37,15,37,556.579,-104.656,0.8,0
15,38,15,38,579.175,-122.119,1,0
15,39,15,39,605.706,-102.339,0.03,1
15,40,15,40,623.254,-100.363,0.0015,1
15,41,15,41,650.001,-126.948,1,0
15,42,15,42,675.74,-112.451,1,0
15,43,15,43,704.518,-95.3534,0,1
15,44,15,44,731.285,-127.166,1,0
15,45,15,45,747.559,-128.061,1,0
15,46,15,46,765.173,-105.983,1,0
15,47,15,47,788.45,-120.311,1,0
15,48,15,48,820.959,-97.7983,0,1
15,49,15,49,849.236,-123.226,1,0
15,50,15,50,869.76,-97.1053,0,1
15,51,15,51,895.197,-116.019,1,0
15,52,15,52,914.302,-115.89,1,0
15,53,15,53,946.118,-117.944,1,0
15,54,15,54,980.77,-93.7593,0,1
15,55,15,55,1008.34,-110.824,1,0
15,56,15,56,1027.45,-105.053,0.8,0
15,57,15,57,1047.24,-92.6026,0,1
15,58,15,58,1076.22,-131.531,1,0
15,59,15,59,1105.93,-106.671,1,0
15,60,15,60,1135.61,-123.645,1,0
15,61,15,61,1159.69,-112.646,1,0
15,62,15,62,1184.4,-101.52,0.03,1
15,63,15,63,1209.86,-122.535,1,0
15,64,15,64,1232.5,-116.903,1,0
15,65,15,65,1263.63,-112.454,1,0
15,66,15,66,1295.43,-111.516,1,0
15,67,15,67,1325.87,-112.422,1,0
15,68,15,68,1349.31,-118.821,1,0
15,69,15,69,1373.31,-99.9381,0.0015,1
15,70,15,70,1393.9,-107.36,1,0
15,71,15,71,1414.35,-95.1229,0,1
15,72,15,72,1431.3,-99.2668,0,1
15,73,15,73,1451.84,-125.246,1,0
15,74,15,74,1478.1,-107.591,1,0
15,75,15,DSO,248.421,-92.3781,0,1
15,76,15,Market,248.421,-119.337,1,0
16,17,16,17,19.105,-96.6745,0,1
16,18,16,18,36.7696,-69.6169,0,1
16,19,16,19,68.6222,-77.2149,0,1
16,20,16,20,97.949,-90.013,0,1
16,21,16,21,119.604,-86.7794,0,1
16,22,16,22,147.248,-100.458,0.006,1
16,23,16,23,175.414,-97.5133,0,1
16,24,16,24,207.28,-79.4909,0,1
16,25,16,25,237.008,-109.367,1,0
16,26,16,26,263.287,-90.2158,0,1
16,27,16,27,291.452,-99.5218,0.0015,1
16,28,16,28,315.826,-116.474,1,0
16,29,16,29,340.931,-87.3224,0,1
16,30,16,30,369.283,-88.6086,0,1
16,31,16,31,397.698,-96.1673,0,1
16,32,16,32,420.709,-84.8787,0,1
16,33,16,33,439.81,-104.722,0.8,0
16,34,16,34,467.634,-112.663,1,0
16,35,16,35,489.237,-112.421,1,0
16,36,16,36,518.9,-120.821,1,0
16,37,16,37,540.46,-117.137,1,0
16,38,16,38,563.05,-100.907,0.006,1
16,39,16,39,589.54,-92.2999,0,1
16,40,16,40,607.068,-103.213,0.15,1
16,41,16,41,633.795,-88.6318,0,1
16,42,16,42,659.571,-122.578,1,0
16,43,16,43,688.32,-109.195,1,0
16,44,16,44,715.07,-126.053,1,0
16,45,16,45,731.345,-121.358,1,0
16,46,16,46,748.947,-107.196,1,0
16,47,16,47,772.207,-89.935,0,1
16,48,16,48,804.707,-128.789,1,0
16,49,16,49,832.977,-116.988,1,0
16,50,16,50,853.513,-118.218,1,0
16,51,16,51,878.936,-118.028,1,0
16,52,16,52,898.03,-120.886,1,0
16,53,16,53,929.848,-109.014,1,0
16,54,16,54,964.498,-114.473,1,0
16,55,16,55,992.083,-128.199,1,0
16,56,16,56,1011.2,-97.1572,0,1
16,57,16,57,1030.99,-117.716,1,0
16,58,16,58,1059.96,-124.49,1,0
16,59,16,59,1089.68,-92.6318,0,1
16,60,16,60,1119.36,-96.8423,0,1
16,61,16,61,1143.41,-112.217,1,0
16,62,16,62,1168.14,-106.447,1,0
16,63,16,63,1193.61,-127.586,1,0
16,64,16,64,1216.25,-115.951,1,0
16,65,16,65,1247.39,-126.812,1,0
16,66,16,66,1279.18,-118.718,1,0
16,67,16,67,1309.62,-119.985,1,0
16,68,16,68,1333.08,-112.497,1,0
16,69,16,69,1357.07,-121.276,1,0
16,70,16,70,1377.68,-126.973,1,0
16,71,16,71,1398.12,-117.727,1,0
16,72,16,72,1415.07,-104.622,0.8,0
16,73,16,73,1435.61,-105.782,1,0
16,74,16,74,1461.88,-111.885,1,0
16,75,16,DSO,264.764,-102.555,0.15,1
16,76,16,Market,264.764,-112.358,1,0
17,18,17,18,17.6918,-83.5008,0,1
17,19,17,19,49.5177,-87.4963,0,1
17,20,17,20,78.8733,-83.712,0,1
17,21,17,21,100.499,-81.6205,0,1
17,22,17,22,128.144,-108.063,1,0
17,23,17,23,156.311,-75.9868,0,1
17,24,17,24,188.175,-84.969,0,1
17,25,17,25,217.904,-88.3183,0,1
17,26,17,26,244.182,-109.323,1,0
17,27,17,27,272.347,-90.3735,0,1
17,28,17,28,296.724,-92.7074,0,1
17,29,17,29,321.828,-106.459,1,0
17,30,17,30,350.179,-113.514,1,0
17,31,17,31,378.593,-93.717,0,1
17,32,17,32,401.608,-100.862,0.006,1
17,33,17,33,420.709,-105.127,0.8,0
17,34,17,34,448.537,-117.02,1,0
17,35,17,35,470.134,-100.331,0.0015,1
17,36,17,36,499.796,-99.7935,0.0015,1
17,37,17,37,521.36,-87.4625,0,1
17,38,17,38,543.949,-94.9351,0,1
17,39,17,39,570.435,-120.545,1,0
17,40,17,40,587.963,-117.755,1,0
17,41,17,41,614.691,-105.448,1,0
17,42,17,42,640.466,-100.152,0.0015,1
17,43,17,43,669.216,-127.247,1,0
17,44,17,44,695.967,-117.858,1,0
17,45,17,45,712.242,-91.0266,0,1
17,46,17,46,729.845,-118.72,1,0
17,47,17,47,753.109,-95.7369,0,1
17,48,17,48,785.611,-98.4362,0,1
17,49,17,49,813.883,-97.1912,0,1
17,50,17,50,834.416,-98.6683,0,1
17,51,17,51,859.843,-112.016,1,0
17,52,17,52,878.941,-98.5133,0,1
17,53,17,53,910.758,-101.772,0.03,1
17,54,17,54,945.408,-96.8893,0,1
17,55,17,55,972.988,-111.169,1,0
17,56,17,56,992.101,-106.691,1,0
17,57,17,57,1011.89,-121.137,1,0
17,58,17,58,1040.86,-93.0892,0,1
17,59,17,59,1070.58,-99.6588,0.0015,1
17,60,17,60,1100.26,-96.9429,0,1
17,61,17,61,1124.32,-129.522,1,0
17,62,17,62,1149.05,-119.866,1,0
17,63,17,63,1174.51,-119.476,1,0
17,64,17,64,1197.16,-125.23,1,0
17,65,17,65,1228.29,-121.065,1,0
17,66,17,66,1260.08,-96.9054,0,1
17,67,17,67,1290.53,-100.615,0.006,1
17,68,17,68,1313.98,-103.316,0.15,1
17,69,17,69,1337.97,-121.635,1,0
17,70,17,70,1358.58,-102.643,0.15,1
17,71,17,71,1379.02,-118.54,1,0
17,72,17,72,1395.97,-131.267,1,0
17,73,17,73,1416.5,-120.899,1,0
17,74,17,74,1442.78,-123.313,1,0
17,75,17,DSO,283.805,-101.444,0.03,1
17,76,17,Market,283.805,-102.892,0.15,1
18,19,18,19,31.8904,-64.5288,0,1
18,20,18,20,61.4003,-79.6203,0,1
18,21,18,21,82.8794,-88.9986,0,1
18,22,18,22,110.535,-105.94,1,0
18,23,18,23,138.658,-93.9048,0,1
18,24,18,24,170.532,-93.7245,0,1
18,25,18,25,200.262,-102.424,0.15,1
18,26,18,26,226.557,-115.718,1,0
18,27,18,27,254.7,-83.8256,0,1
18,28,18,28,279.116,-108.834,1,0
18,29,18,29,304.174,-82.4694,0,1
18,30,18,30,332.533,-101.234,0.006,1
18,31,18,31,360.96,-85.5441,0,1
18,32,18,32,384.005,-88.4114,0,1
18,33,18,33,403.104,-98.8199,0,1
18,34,18,34,430.945,-123.406,1,0
18,35,18,35,452.519,-115.702,1,0
18,36,18,36,482.175,-91.7336,0,1
18,37,18,37,503.759,-102.006,0.03,1
18,38,18,38,526.343,-94.2057,0,1
18,39,18,39,552.805,-123.926,1,0
18,40,18,40,570.323,-104.046,0.4,1
18,41,18,41,597.039,-108.503,1,0
18,42,18,42,622.834,-103.732,0.4,1
18,43,18,43,651.568,-105.812,1,0
18,44,18,44,678.31,-94.1748,0,1
18,45,18,45,694.586,-101.663,0.03,1
18,46,18,46,712.183,-117.901,1,0
18,47,18,47,735.44,-102.77,0.15,1
18,48,18,48,767.939,-96.9325,0,1
18,49,18,49,796.207,-91.5953,0,1
18,50,18,50,816.745,-115.674,1,0
18,51,18,51,842.167,-108.128,1,0
18,52,18,52,861.261,-120.551,1,0
18,53,18,53,893.078,-126.823,1,0
18,54,18,54,927.728,-99.4539,0.0015,1
18,55,18,55,955.314,-126.536,1,0
18,56,18,56,974.43,-115.489,1,0
18,57,18,57,994.217,-124.144,1,0
18,58,18,58,1023.19,-121.832,1,0
18,59,18,59,1052.91,-130.533,1,0
18,60,18,60,1082.59,-117.894,1,0
18,61,18,61,1106.64,-104.818,0.8,0
18,62,18,62,1131.37,-116.633,1,0
18,63,18,63,1156.84,-130.072,1,0
18,64,18,64,1179.48,-104.929,0.8,0
18,65,18,65,1210.62,-95.1335,0,1
18,66,18,66,1242.41,-122.826,1,0
18,67,18,67,1272.86,-108.177,1,0
18,68,18,68,1296.31,-131.743,1,0
18,69,18,69,1320.31,-97.1304,0,1
