node,t,dlmp_signal,spot_eur_mwh,adder_signal
24,89,31.855853954056833,31.8,0.05585395405683258
24,90,31.827542174599394,31.8,0.02754217459939312
24,91,31.827542179212504,31.8,0.027542179212503015
24,92,8511.087518121996,26.21,8484.877518121997
24,93,8404.747027381864,26.21,8378.537027381864
24,94,18357.482634502514,26.21,18331.272634502515
24,95,10134.073874616488,26.21,10107.863874616489
25,0,6905.608910729009,31.0,6874.608910729009
25,1,3646.227694081314,31.0,3615.227694081314
25,2,3485.39490888771,31.0,3454.39490888771
25,3,3649.1785111631198,31.0,3618.1785111631198
25,4,31.443779488074586,30.94,0.503779488074585
25,5,4471.951313940615,30.94,4441.011313940616
25,6,2428.926520793649,30.94,2397.986520793649
25,7,3023.2561407831677,30.94,2992.3161407831676
25,8,347.24849346482046,31.32,315.92849346482046
25,9,347.2484934652476,31.32,315.9284934652476
25,10,347.2484934644138,31.32,315.9284934644138
25,11,347.2484934644778,31.32,315.9284934644778
25,12,3975.0632454517518,29.03,3946.0332454517516
25,13,3103.7509107642695,29.03,3074.7209107642693
25,14,29.53434684361953,29.03,0.5043468436195297
25,15,2629.727712312363,29.03,2600.697712312363
25,16,2042.1861050737236,28.2,2013.9861050737236
25,17,2591.0382853176484,28.2,2562.8382853176486
25,18,2932.0967800009153,28.2,2903.8967800009154
25,19,2526.456667547756,28.2,2498.256667547756
25,20,359.6784744058215,43.75,315.9284744058215
25,21,359.6784743950064,43.75,315.9284743950064
25,22,359.6784743852691,43.75,315.9284743852691
25,23,359.67847437607156,43.75,315.92847437607156
25,24,367.71847436553554,51.79,315.9284743655355
25,25,367.71847435542617,51.79,315.92847435542615
25,26,367.71847434718944,51.79,315.9284743471894
25,27,367.7184743371491,51.79,315.92847433714905
25,28,368.32847432564995,52.4,315.92847432565
25,29,368.32800178832827,52.4,315.9280017883283
25,30,368.3279926934401,52.4,315.9279926934401
25,31,368.3279898753244,52.4,315.92798987532444
25,32,365.34847430834117,49.42,315.92847430834115
25,33,365.3484743065938,49.42,315.9284743065938
25,34,365.34847430114013,49.42,315.9284743011401
25,35,365.3479870678267,49.42,315.9279870678267
25,36,365.3079889011307,49.38,315.92798890113073
25,37,365.3079736307308,49.38,315.92797363073083
25,38,365.30798506485735,49.38,315.92798506485735
25,39,365.3079695436217,49.38,315.9279695436217
25,40,362.30796771889936,46.38,315.92796771889937
25,41,362.30799092527604,46.38,315.92799092527605
25,42,362.30796947436846,46.38,315.92796947436847
25,43,362.30797241797256,46.38,315.92797241797257
25,44,352.20796721589227,36.28,315.9279672158923
25,45,352.2084743063335,36.28,315.92847430633356
25,46,352.20796723694366,36.28,315.9279672369437
25,47,352.2079687953609,36.28,315.9279687953609
25,48,351.5084743110283,35.58,315.9284743110283
25,49,351.5084743073712,35.58,315.92847430737123
25,50,351.5084742940844,35.58,315.9284742940844
25,51,351.50847430791544,35.58,315.92847430791545
25,52,351.148474309682,35.22,315.928474309682
25,53,351.14847431100964,35.22,315.9284743110096
25,54,35.72707669350061,35.22,0.5070766935006077
25,55,35.7269931095683,35.22,0.5069931095682989
25,56,35.42703793648648,34.92,0.5070379364864763
25,57,35.42700622727895,34.92,0.50700622727895
25,58,37.26122265737202,34.92,2.341222657372022
25,59,1994.4860336931577,34.92,1959.5660336931576
25,60,14956.06455655725,34.76,14921.30455655725
25,61,6083.234995450065,34.76,6048.474995450065
25,62,53.811378636404875,34.76,19.051378636404877
25,63,19148.721422648618,34.76,19113.96142264862
25,64,362.7063856971538,40.47,322.23638569715376
25,65,361.7593655500249,40.47,321.28936555002485
25,66,377.07635390648943,40.47,336.6063539064894
25,67,361.09540396842146,40.47,320.62540396842144
25,68,373.24699065579136,48.01,325.2369906557914
25,69,368.98171963395595,48.01,320.97171963395596
25,70,369.28202925041995,48.01,321.27202925041996
25,71,400.2226040464015,48.01,352.2126040464015
25,72,370.8246890089992,51.61,319.2146890089992
25,73,381.11042277723715,51.61,329.50042277723713
25,74,390.79825615730806,51.61,339.18825615730805
25,75,371.77579039078495,51.61,320.16579039078493
25,76,364.90622001182135,47.16,317.7462200118214
25,77,367.202620524242,47.16,320.042620524242
25,78,525.4164076155781,47.16,478.25640761557815
25,79,368.9323939052314,47.16,321.7723939052314
25,80,353.05847430587556,37.13,315.92847430587557
25,81,353.0584743034145,37.13,315.92847430341453
25,82,353.058474306206,37.13,315.928474306206
25,83,353.05847430841686,37.13,315.92847430841687
25,84,353.74077149004626,34.69,319.05077149004626
25,85,1840.650737551976,34.69,1805.9607375519759
25,86,350.61853094969337,34.69,315.92853094969337
25,87,350.6185309452752,34.69,315.9285309452752
25,88,32.3066911828223,31.8,0.5066911828222977
25,89,347.72854856630266,31.8,315.92854856630265
25,90,347.7285485693886,31.8,315.92854856938857
25,91,347.7285485680837,31.8,315.92854856808367
25,92,10140.966989977383,26.21,10114.756989977384
25,93,10019.203329692455,26.21,9992.993329692456
25,94,21494.04518493538,26.21,21467.835184935382
25,95,12015.009570513661,26.21,11988.799570513662
28,0,52.357209443776874,31.0,21.357209443776874
